tconst,characters,primaryTitle,startYear
tt0096657,"[""Mr. Bean""]",Mr. Bean,1990
tt0096657,"[""The Girlfriend""]",Mr. Bean,1990
tt0096657,"[""Irma Gobb""]",Mr. Bean,1990
tt0098830,"[""Various""]",In Living Color,1990
tt0098830,"[""Captain James T. Kirk""]",In Living Color,1990
tt0098830,"[""Jake""]",In Living Color,1990
tt0098833,"[""Jeeves""]",Jeeves and Wooster,1990
tt0098833,"[""Bertie Wooster""]",Jeeves and Wooster,1990
tt0098833,"[""Oofy Prosser""]",Jeeves and Wooster,1990
tt0098878,"[""Dr. Joel Fleischman""]",Northern Exposure,1990
tt0098878,"[""Franz Kafka""]",Northern Exposure,1990
tt0098878,"[""Mikhail""]",Northern Exposure,1990
tt0098936,"[""Special Agent Dale Cooper""]",Twin Peaks,1990
tt0098936,"[""Sheriff Harry S. Truman""]",Twin Peaks,1990
tt0098936,"[""Shelly Johnson""]",Twin Peaks,1990
tt0101088,"[""Marshall Teller""]","Eerie, Indiana",1991
tt0101088,"[""Eunice Danforth""]","Eerie, Indiana",1991
tt0101088,"[""Simon Holmes""]","Eerie, Indiana",1991
tt0103359,"[""Batman""]",Batman: The Animated Series,1992
tt0103359,"[""Bruce Wayne""]",Batman: The Animated Series,1992
tt0103359,"[""Thomas Wayne""]",Batman: The Animated Series,1992
tt0103376,"[""Eddie""]",Bottom,1991
tt0103376,"[""Richie""]",Bottom,1991
tt0103376,"[""Spudgun""]",Bottom,1991
tt0103466,"[""Larry Sanders""]",The Larry Sanders Show,1992
tt0103466,"[""Hank Kingsley""]",The Larry Sanders Show,1992
tt0103466,"[""Phil""]",The Larry Sanders Show,1992
tt0105929,"[""Edina""]",Absolutely Fabulous,1992
tt0105929,"[""Patsy""]",Absolutely Fabulous,1992
tt0105929,"[""Booberella""]",Absolutely Fabulous,1992
tt0105932,"[""Brisco County Jr.""]","The Adventures of Brisco County, Jr.",1993
tt0105932,"[""Lord Bowler""]","The Adventures of Brisco County, Jr.",1993
tt0105932,"[""Socrates Poole""]","The Adventures of Brisco County, Jr.",1993
tt0105946,"[""Delenn""]",Babylon 5,1993
tt0105946,"[""Ambassador Delenn""]",Babylon 5,1993
tt0105946,"[""Dr. Stephen Franklin""]",Babylon 5,1993
tt0105958,"[""Cory Matthews""]",Boy Meets World,1993
tt0105958,"[""Ben Sandwich""]",Boy Meets World,1993
tt0105958,"[""Rory""]",Boy Meets World,1993
tt0105977,"[""Dr. Edward 'Fitz' Fitzgerald""]",Cracker,1993
tt0105977,"[""DS Jane Penhaligon""]",Cracker,1993
tt0105977,"[""Mark Fitzgerald""]",Cracker,1993
tt0106004,"[""Dr. Frasier Crane""]",Frasier,1993
tt0106004,"[""Daphne Moon""]",Frasier,1993
tt0106004,"[""Coffeeshop Customer""]",Frasier,1993
tt0106028,"[""Detective John Munch""]",Homicide: Life on the Street,1993
tt0106028,"[""Detective Meldrick Lewis""]",Homicide: Life on the Street,1993
tt0106028,"[""Lieutenant Al Giardello""]",Homicide: Life on the Street,1993
tt0106052,"[""Preparation H Raymond""]",Late Night with Conan O'Brien,1993
tt0106052,"[""FedEx Pope""]",Late Night with Conan O'Brien,1993
tt0106052,"[""Angry Audience Member""]",Late Night with Conan O'Brien,1993
tt0106145,"[""Captain Benjamin 'Ben' Sisko""]",Star Trek: Deep Space Nine,1993
tt0106145,"[""Commander Benjamin 'Ben' Sisko""]",Star Trek: Deep Space Nine,1993
tt0106145,"[""Benny Russell""]",Star Trek: Deep Space Nine,1993
tt0106179,"[""Fox Mulder""]",The X-Files,1993
tt0106179,"[""Dana Scully""]",The X-Files,1993
tt0106179,"[""OSS Agent""]",The X-Files,1993
tt0108756,"[""Constable Benton Fraser""]",Due South,1994
tt0108756,"[""German Fiancé""]",Due South,1994
tt0108756,"[""Lieutenant Harding Welsh""]",Due South,1994
tt0108778,"[""Rachel Green""]",Friends,1994
tt0108778,"[""Monica Geller""]",Friends,1994
tt0108778,"[""Monica Geller-Bing""]",Friends,1994
tt0108783,"[""Goliath""]",Gargoyles,1994
tt0108783,"[""Morgan""]",Gargoyles,1994
tt0108783,"[""Thailog""]",Gargoyles,1994
tt0108828,"[""Alan Partridge""]","Knowing Me, Knowing You with Alan Partridge",1994
tt0108828,"[""Bridie McMahon""]","Knowing Me, Knowing You with Alan Partridge",1994
tt0108828,"[""Charlotte Fraser""]","Knowing Me, Knowing You with Alan Partridge",1994
tt0108872,"[""Patty Chase""]",My So-Called Life,1994
tt0108872,"[""Rickie Vasquez""]",My So-Called Life,1994
tt0108872,"[""Angela Chase""]",My So-Called Life,1994
tt0108906,"[""Stig Helmer""]",The Kingdom,1994
tt0108906,"[""Sigrid Drusse""]",The Kingdom,1994
tt0108906,"[""Rigmor Mortensen""]",The Kingdom,1994
tt0108981,"[""Geraldine Granger""]",The Vicar of Dibley,1994
tt0108981,"[""Geraldine Kennedy""]",The Vicar of Dibley,1994
tt0108981,"[""Hugo Horton""]",The Vicar of Dibley,1994
tt0111958,"[""Father Ted Crilly""]",Father Ted,1995
tt0111958,"[""Father Dougal McGuire""]",Father Ted,1995
tt0111958,"[""Father Jack Hackett""]",Father Ted,1995
tt0112047,"[""Andy Anderson (Dad)""]",Life with Louie,1994
tt0112047,"[""Little Louie""]",Life with Louie,1994
tt0112047,"[""Narrator""]",Life with Louie,1994
tt0112084,"[""Various""]",Mr. Show with Bob and David,1995
tt0112084,"[""Various""]",Mr. Show with Bob and David,1995
tt0112084,"[""Josh Thomas""]",Mr. Show with Bob and David,1995
tt0112095,"[""Dave Nelson""]",NewsRadio,1995
tt0112095,"[""Jimmy James""]",NewsRadio,1995
tt0112095,"[""Matthew Brock""]",NewsRadio,1995
tt0112159,"[""Shinji Ikari""]",Neon Genesis Evangelion,1995
tt0112159,"[""Ship-wide Announcement""]",Neon Genesis Evangelion,1995
tt0112159,"[""Yukina Kurimoto""]",Neon Genesis Evangelion,1995
tt0115270,"[""Frank Black""]",Millennium,1996
tt0115270,"[""Catherine Black""]",Millennium,1996
tt0115270,"[""Peter Watts""]",Millennium,1996
tt0115378,"[""Clark Kent""]",Superman: The Animated Series,1996
tt0115378,"[""Superman""]",Superman: The Animated Series,1996
tt0115378,"[""Bizarro""]",Superman: The Animated Series,1996
tt0118273,"[""Christopher Morris""]",Brass Eye,1997
tt0118273,"[""Ted Maul""]",Brass Eye,1997
tt0118273,"[""Austen Tassletine""]",Brass Eye,1997
tt0118276,"[""Buffy Summers""]",Buffy the Vampire Slayer,1997
tt0118276,"[""Buffybot""]",Buffy the Vampire Slayer,1997
tt0118276,"[""Faith""]",Buffy the Vampire Slayer,1997
tt0118298,"[""Daria Morgendorffer""]",Daria,1997
tt0118298,"[""Jane Lane""]",Daria,1997
tt0118298,"[""Quinn Morgendorffer""]",Daria,1997
tt0118363,"[""Jonathan Creek""]",Jonathan Creek,1997
tt0118363,"[""Maddy Magellan""]",Jonathan Creek,1997
tt0118363,"[""Adam Klaus""]",Jonathan Creek,1997
tt0118421,"[""Warden Leo Glynn""]",Oz,1997
tt0118421,"[""Tim McManus""]",Oz,1997
tt0118421,"[""Vern Schillinger""]",Oz,1997
tt0118475,"[""Spawn""]",Spawn,1997
tt0118475,"[""Cogliostro""]",Spawn,1997
tt0118475,"[""Wanda Blake""]",Spawn,1997
tt0118480,"[""Colonel Jack O'Neill""]",Stargate SG-1,1997
tt0118480,"[""Brigadier General Jack O'Neill""]",Stargate SG-1,1997
tt0118480,"[""Major General Jack O'Neill""]",Stargate SG-1,1997
tt0121955,"[""Stan Marsh""]",South Park,1997
tt0121955,"[""Eric Cartman""]",South Park,1997
tt0121955,"[""Randy Marsh""]",South Park,1997
tt0129690,"[""Alan Partridge""]",I'm Alan Partridge,1997
tt0129690,"[""America's Strongest Man Announcer""]",I'm Alan Partridge,1997
tt0129690,"[""Michael""]",I'm Alan Partridge,1997
tt0129711,"[""Denise Best""]",The Royle Family,1998
tt0129711,"[""Denise Royle""]",The Royle Family,1998
tt0129711,"[""Dave Best""]",The Royle Family,1998
tt0141842,"[""Tony Soprano""]",The Sopranos,1999
tt0141842,"[""Dr. Jennifer Melfi""]",The Sopranos,1999
tt0141842,"[""Carmela Soprano""]",The Sopranos,1999
tt0147746,"[""Terry McGinnis""]",Batman Beyond,1999
tt0147746,"[""Batman""]",Batman Beyond,1999
tt0147746,"[""Guard""]",Batman Beyond,1999
tt0149460,"[""Philip J. Fry""]",Futurama,1999
tt0149460,"[""Dr. Zoidberg""]",Futurama,1999
tt0149460,"[""Prof. Hubert J. Farnsworth""]",Futurama,1999
tt0165598,"[""Eric Forman""]",That '70s Show,1998
tt0165598,"[""Donna Pinciotti""]",That '70s Show,1998
tt0165598,"[""Jackie Burkhart""]",That '70s Show,1998
tt0165961,"[""Dan Rydell""]",Sports Night,1998
tt0165961,"[""Casey McCall""]",Sports Night,1998
tt0165961,"[""Dana Whitaker""]",Sports Night,1998
tt0169455,"[""Guest Audience""]",Inside the Actors Studio,1994
tt0169455,"[""Self""]",Inside the Actors Studio,1994
tt0173528,"[""Various""]",Bill Nye the Science Guy,1993
tt0173528,"[""Announcer""]",Bill Nye the Science Guy,1993
tt0173528,"[""Timmy Ticker""]",Bill Nye the Science Guy,1993
tt0179552,"[""Tintin""]",The Adventures of Tintin,1991
tt0179552,"[""Tintin""]",The Adventures of Tintin,1991
tt0179552,"[""Le capitaine Haddock""]",The Adventures of Tintin,1991
tt0182576,"[""Peter Griffin""]",Family Guy,1999
tt0182576,"[""Stewie Griffin""]",Family Guy,1999
tt0182576,"[""Brian Griffin""]",Family Guy,1999
tt0182629,"[""Himura Kenshin""]",Rurouni Kenshin,1996
tt0182629,"[""Kenshin Himura""]",Rurouni Kenshin,1996
tt0182629,"[""Kaoru""]",Rurouni Kenshin,1996
tt0184135,"[""Various""]",The League of Gentlemen,1999
tt0184135,"[""Barbara Dixon""]",The League of Gentlemen,1999
tt0184135,"[""Charlie Hull""]",The League of Gentlemen,1999
tt0185102,"[""Stuart Jones""]",Queer as Folk,1999
tt0185102,"[""Vince Tyler""]",Queer as Folk,1999
tt0185102,"[""Nathan Maloney""]",Queer as Folk,1999
tt0187636,"[""John Crichton""]",Farscape,1999
tt0187636,"[""Dominar Rygel XVI""]",Farscape,1999
tt0187636,"[""Future Crichton""]",Farscape,1999
tt0187664,"[""Tim Bisley""]",Spaced,1999
tt0187664,"[""Daisy Steiner""]",Spaced,1999
tt0187664,"[""Amber""]",Spaced,1999
tt0193676,"[""Lindsay Weir""]",Freaks and Geeks,1999
tt0193676,"[""Sam Weir""]",Freaks and Geeks,1999
tt0193676,"[""Daniel Desario""]",Freaks and Geeks,1999
tt0194624,"[""Jerri Blank""]",Strangers with Candy,1999
tt0194624,"[""Geoffrey Jellineck""]",Strangers with Candy,1999
tt0194624,"[""Mr. Sears""]",Strangers with Candy,1999
tt0197159,"[""Brendon Small""]",Home Movies,1999
tt0197159,"[""Various""]",Home Movies,1999
tt0197159,"[""Walter""]",Home Movies,1999
tt0197182,"[""Tyrone Davis""]",Third Watch,1999
tt0197182,"[""Self""]",Third Watch,1999
tt0197182,"[""John Sullivan""]",Third Watch,1999
tt0200276,"[""President Josiah Bartlet""]",The West Wing,1999
tt0200276,"[""Sam Seaborn""]",The West Wing,1999
tt0200276,"[""C.J. Cregg""]",The West Wing,1999
tt0203259,"[""Detective Olivia Benson""]",Law & Order: Special Victims Unit,1999
tt0203259,"[""Captain Olivia Benson""]",Law & Order: Special Victims Unit,1999
tt0203259,"[""Lieutenant Olivia Benson""]",Law & Order: Special Victims Unit,1999
tt0206512,"[""SpongeBob""]",SpongeBob SquarePants,1999
tt0206512,"[""Gary""]",SpongeBob SquarePants,1999
tt0206512,"[""SpongeBob SquarePants""]",SpongeBob SquarePants,1999
tt0212671,"[""Malcolm""]",Malcolm in the Middle,2000
tt0212671,"[""Malcolm Wilkerson""]",Malcolm in the Middle,2000
tt0212671,"[""Hal""]",Malcolm in the Middle,2000
tt0213338,"[""Spike Spiegel""]",Cowboy Bebop,1998
tt0213338,"[""Jet Black""]",Cowboy Bebop,1998
tt0213338,"[""Faye Valentine""]",Cowboy Bebop,1998
tt0220880,"[""Courage""]",Courage the Cowardly Dog,1999
tt0220880,"[""Muriel""]",Courage the Cowardly Dog,1999
tt0220880,"[""Robot Randy""]",Courage the Cowardly Dog,1999
tt0235923,"[""Dib Membrane""]",Invader ZIM,2001
tt0235923,"[""Dib""]",Invader ZIM,2001
tt0235923,"[""Kids""]",Invader ZIM,2001
tt0237123,"[""Steve Taylor""]",Coupling,2000
tt0237123,"[""Jane Christie""]",Coupling,2000
tt0237123,"[""Susan Walker""]",Coupling,2000
tt0238784,"[""Lorelai Gilmore""]",Gilmore Girls,2000
tt0238784,"[""Rory Gilmore""]",Gilmore Girls,2000
tt0238784,"[""Lane Kim""]",Gilmore Girls,2000
tt0241088,"[""Ali G""]",Da Ali G Show,2000
tt0241088,"[""Borat""]",Da Ali G Show,2000
tt0241088,"[""Brüno""]",Da Ali G Show,2000
tt0247882,"[""Narrator""]",Forensic Files,1996
tt0248654,"[""Nate Fisher""]",Six Feet Under,2001
tt0248654,"[""David Fisher""]",Six Feet Under,2001
tt0248654,"[""Ruth Fisher""]",Six Feet Under,2001
tt0251439,"[""Vash the Stampede""]",Trigun,1998
tt0251439,"[""Meryl Stryfe""]",Trigun,1998
tt0251439,"[""Milly Thompson""]",Trigun,1998
tt0260615,"[""Soames Forsyte""]",The Forsyte Saga,2002
tt0260615,"[""Young Jolyon Forsyte""]",The Forsyte Saga,2002
tt0260615,"[""Jolyon Forsyte Jr.""]",The Forsyte Saga,2002
tt0262150,"[""Bernard Black""]",Black Books,2000
tt0262150,"[""Manny""]",Black Books,2000
tt0262150,"[""Fran""]",Black Books,2000
tt0262985,"[""Brian Kinney""]",Queer as Folk,1999
tt0262985,"[""Michael Novotny""]",Queer as Folk,1999
tt0262985,"[""Justin Taylor""]",Queer as Folk,1999
tt0264235,"[""Larry David""]",Curb Your Enthusiasm,2000
tt0264235,"[""Cheryl David""]",Curb Your Enthusiasm,2000
tt0264235,"[""Jeff Greene""]",Curb Your Enthusiasm,2000
tt0275137,"[""J'onn J'onzz""]",Justice League,2001
tt0275137,"[""Martian Manhunter""]",Justice League,2001
tt0275137,"[""Lord Martian Manhunter""]",Justice League,2001
tt0278238,"[""Samurai Jack""]",Samurai Jack,2001
tt0278238,"[""Additional Voices""]",Samurai Jack,2001
tt0278238,"[""Guard""]",Samurai Jack,2001
tt0280249,"[""Narrator""]",Dragon Ball,1995
tt0280249,"[""Rabbit Gang Member""]",Dragon Ball,1995
tt0280249,"[""Narrator (Blue Water dub)""]",Dragon Ball,1995
tt0281491,"[""Jack Jarvis""]",Still Game,2002
tt0281491,"[""Racing Commentator (voice)""]",Still Game,2002
tt0281491,"[""Victor McDade""]",Still Game,2002
tt0285331,"[""Jack Bauer""]",24,2001
tt0285331,"[""Chloe O'Brian""]",24,2001
tt0285331,"[""Tony Almeida""]",24,2001
tt0285403,"[""Dr. John 'J.D.' Dorian""]",Scrubs,2001
tt0285403,"[""Mrs. Zeebee""]",Scrubs,2001
tt0285403,"[""Dr. Christopher Turk""]",Scrubs,2001
tt0286486,"[""Detective Vic Mackey""]",The Shield,2002
tt0286486,"[""Officer Julien Lowe""]",The Shield,2002
tt0286486,"[""Detective Holland 'Dutch' Wagenbach""]",The Shield,2002
tt0290978,"[""David Brent""]",The Office,2001
tt0290978,"[""Tim Canterbury""]",The Office,2001
tt0290978,"[""Gareth Keenan""]",The Office,2001
tt0290988,"[""Julian""]",Trailer Park Boys,2001
tt0290988,"[""Ricky""]",Trailer Park Boys,2001
tt0290988,"[""Bubbles""]",Trailer Park Boys,2001
tt0294097,"[""Harvey Birdman""]","Harvey Birdman, Attorney at Law",2000
tt0294097,"[""Judge Hiram Mightor""]","Harvey Birdman, Attorney at Law",2000
tt0294097,"[""Avenger""]","Harvey Birdman, Attorney at Law",2000
tt0303461,"[""Captain Malcolm 'Mal' Reynolds""]",Firefly,2002
tt0303461,"[""Zoë Washburne""]",Firefly,2002
tt0303461,"[""Hoban 'Wash' Washburne""]",Firefly,2002
tt0305011,"[""Abe Lincoln""]",Clone High,2002
tt0305011,"[""Narrator""]",Clone High,2002
tt0305011,"[""Principal Dr. Cinnamon J. Scudworth""]",Clone High,2002
tt0306414,"[""Detective James 'Jimmy' McNulty""]",The Wire,2002
tt0306414,"[""Officer James 'Jimmy' McNulty""]",The Wire,2002
tt0306414,"[""Lieutenant Cedric Daniels""]",The Wire,2002
tt0310455,"[""Christopher Foyle""]",Foyle's War,2002
tt0310455,"[""Samantha Stewart""]",Foyle's War,2002
tt0310455,"[""Sam Wainwright""]",Foyle's War,2002
tt0312172,"[""Adrian Monk""]",Monk,2002
tt0312172,"[""Frank DePalma""]",Monk,2002
tt0312172,"[""Lieutenant Randy Disher""]",Monk,2002
tt0318871,"[""Guts""]",Berserk,1997
tt0318871,"[""Guts""]",Berserk,1997
tt0318871,"[""Caska""]",Berserk,1997
tt0346314,"[""Gondo""]",Ghost in the Shell: Stand Alone Complex,2002
tt0346314,"[""Major Motoko Kusanagi""]",Ghost in the Shell: Stand Alone Complex,2002
tt0346314,"[""Motoko Kusanagi""]",Ghost in the Shell: Stand Alone Complex,2002
tt0348913,"[""Georgia 'George' Lass""]",Dead Like Me,2003
tt0348913,"[""Mason""]",Dead Like Me,2003
tt0348913,"[""Roxy Harvey""]",Dead Like Me,2003
tt0348914,"[""Seth Bullock""]",Deadwood,2004
tt0348914,"[""Al Swearengen""]",Deadwood,2004
tt0348914,"[""Alma Garret""]",Deadwood,2004
tt0353049,"[""Various""]",Chappelle's Show,2003
tt0353049,"[""Self - Host""]",Chappelle's Show,2003
tt0353049,"[""Announcer""]",Chappelle's Show,2003
tt0361256,"[""Jaye Tyler""]",Wonderfalls,2004
tt0361256,"[""Sharon Tyler""]",Wonderfalls,2004
tt0361256,"[""Eric Gotts""]",Wonderfalls,2004
tt0362357,"[""Gerry Standing""]",New Tricks,2003
tt0362357,"[""Det. Supt. Sandra Pullman""]",New Tricks,2003
tt0362357,"[""Det.Supt.Sandra Pullman""]",New Tricks,2003
tt0367279,"[""Michael Bluth""]",Arrested Development,2003
tt0367279,"[""George-Michael Bluth""]",Arrested Development,2003
tt0367279,"[""Lindsay Bluth Fünke""]",Arrested Development,2003
tt0367409,"[""Mortimer 'Morty' Manta""]",Shaman King,2001
tt0367409,"[""Lenny""]",Shaman King,2001
tt0367409,"[""Trey Racer""]",Shaman King,2001
tt0373732,"[""Riley Freeman""]",The Boondocks,2005
tt0373732,"[""Huey Freeman""]",The Boondocks,2005
tt0373732,"[""Robert 'Granddad' Freeman""]",The Boondocks,2005
tt0374455,"[""Lt. Colonel John Sheppard""]",Stargate: Atlantis,2004
tt0374455,"[""Major John Sheppard""]",Stargate: Atlantis,2004
tt0374455,"[""Lt. Col. John Sheppard""]",Stargate: Atlantis,2004
tt0377260,"[""Frank Gallagher""]",Shameless,2004
tt0377260,"[""Frank""]",Shameless,2004
tt0377260,"[""Karen Maguire""]",Shameless,2004
tt0379632,"[""Ash Morgan""]",Hustle,2004
tt0379632,"[""Albert Stroller""]",Hustle,2004
tt0379632,"[""Eddie""]",Hustle,2004
tt0381798,"[""Tommy Gavin""]",Rescue Me,2004
tt0381798,"[""Mike Silletti""]",Rescue Me,2004
tt0381798,"[""Sean Garrity""]",Rescue Me,2004
tt0384746,"[""Kenny's mom""]",Kenny vs. Spenny,2002
tt0384746,"[""Self""]",Kenny vs. Spenny,2002
tt0384746,"[""Self - Kenny's Mom""]",Kenny vs. Spenny,2002
tt0384766,"[""Lucius Vorenus""]",Rome,2005
tt0384766,"[""Titus Pullo""]",Rome,2005
tt0384766,"[""Atia of the Julii""]",Rome,2005
tt0386676,"[""Michael Scott""]",The Office,2005
tt0386676,"[""Pam Beesly""]",The Office,2005
tt0386676,"[""Jim Halpert""]",The Office,2005
tt0387199,"[""Eric Murphy""]",Entourage,2004
tt0387199,"[""Vincent Chase""]",Entourage,2004
tt0387199,"[""Johnny 'Drama' Chase""]",Entourage,2004
tt0387764,"[""Mark Corrigan""]",Peep Show,2003
tt0387764,"[""Jeremy Usborne""]",Peep Show,2003
tt0387764,"[""Super Hans""]",Peep Show,2003
tt0388629,"[""Monkey D. Luffy""]",One Piece,1999
tt0388629,"[""Monkey D Luffy""]",One Piece,1999
tt0388629,"[""Oz""]",One Piece,1999
tt0389680,"[""Gangadhar""]",Shaktimaan,1997
tt0389680,"[""Shaktimaan""]",Shaktimaan,1997
tt0389680,"[""Geeta Vishwas""]",Shaktimaan,1997
tt0402711,"[""Alan Shore""]",Boston Legal,2004
tt0402711,"[""Denny Crane""]",Boston Legal,2004
tt0402711,"[""Shirley Schmidt""]",Boston Legal,2004
tt0407362,"[""Admiral William Adama""]",Battlestar Galactica,2004
tt0407362,"[""Commander William Adama""]",Battlestar Galactica,2004
