tconst,characters,primaryTitle,startYear
tt5034326,"[""Dan Champion""]",Adam Ruins Everything,2015
tt5034326,"[""Drip Dripley""]",Adam Ruins Everything,2015
tt5057054,"[""Jack Ryan""]",Tom Clancy's Jack Ryan,2018
tt5057054,"[""James Greer""]",Tom Clancy's Jack Ryan,2018
tt5057054,"[""Mike November""]",Tom Clancy's Jack Ryan,2018
tt5071412,"[""Martin 'Marty' Byrde""]",Ozark,2017
tt5071412,"[""Wendy Byrde""]",Ozark,2017
tt5071412,"[""Charlotte Byrde""]",Ozark,2017
tt5114356,"[""David Haller""]",Legion,2017
tt5114356,"[""Syd Barrett""]",Legion,2017
tt5114356,"[""Lenny Busker""]",Legion,2017
tt5137338,"[""Victoria""]",Victoria,2016
tt5137338,"[""Penge""]",Victoria,2016
tt5137338,"[""Mr. Penge""]",Victoria,2016
tt5180504,"[""Ciri""]",The Witcher,2019
tt5180504,"[""Geralt of Rivia""]",The Witcher,2019
tt5180504,"[""Yennefer""]",The Witcher,2019
tt5290382,"[""Holden Ford""]",Mindhunter,2017
tt5290382,"[""Bill Tench""]",Mindhunter,2017
tt5290382,"[""Dr. Wendy Carr""]",Mindhunter,2017
tt5332206,"[""Park Hae-yeong""]",Signal,2016
tt5332206,"[""Cha Soo-hyeon""]",Signal,2016
tt5332206,"[""Lee Jae-han""]",Signal,2016
tt5339440,"[""Penelope Alvarez""]",One Day at a Time,2017
tt5339440,"[""Schneider""]",One Day at a Time,2017
tt5339440,"[""Elena Alvarez""]",One Day at a Time,2017
tt5348176,"[""Barry Berkman""]",Barry,2018
tt5348176,"[""Monroe Fuches""]",Barry,2018
tt5348176,"[""Sally Reed""]",Barry,2018
tt5421602,"[""Anne Shirley-Cuthbert""]",Anne with an E,2017
tt5421602,"[""Anne Shirley""]",Anne with an E,2017
tt5421602,"[""Marilla Cuthbert""]",Anne with an E,2017
tt5531466,"[""Scrooge McDuck""]",DuckTales,2017
tt5531466,"[""Dirty Dingus""]",DuckTales,2017
tt5531466,"[""Hat Pirate""]",DuckTales,2017
tt5555260,"[""Jack Pearson""]",This Is Us,2016
tt5555260,"[""Rebecca Pearson""]",This Is Us,2016
tt5555260,"[""Randall Pearson""]",This Is Us,2016
tt5574490,"[""Andrew 'Pope' Cody""]",Animal Kingdom,2016
tt5574490,"[""Craig Cody""]",Animal Kingdom,2016
tt5574490,"[""Deran Cody""]",Animal Kingdom,2016
tt5580664,"[""Lance""]",Voltron: Legendary Defender,2016
tt5580664,"[""Pidge""]",Voltron: Legendary Defender,2016
tt5580664,"[""Hunk""]",Voltron: Legendary Defender,2016
tt5603140,"[""Nina""]",The Restaurant,2017
tt5603140,"[""Calle""]",The Restaurant,2017
tt5603140,"[""Ethel""]",The Restaurant,2017
tt5618256,"[""FBI Agent Jack Brennan""]",Manhunt,2017
tt5618256,"[""Earl Embry""]",Manhunt,2017
tt5618256,"[""Stacy Knox""]",Manhunt,2017
tt5619658,"[""Amy""]",Flowers,2016
tt5619658,"[""Bertha""]",Flowers,2016
tt5619658,"[""Deborah""]",Flowers,2016
tt5626028,"[""Izuku Midoriya""]",My Hero Academia,2016
tt5626028,"[""Izuku Midoriya""]",My Hero Academia,2016
tt5626028,"[""Katsuki Bakugou""]",My Hero Academia,2016
tt5651844,"[""Grant MacLaren""]",Travelers,2016
tt5651844,"[""Marcy Warton""]",Travelers,2016
tt5651844,"[""Carly Shannon""]",Travelers,2016
tt5673782,"[""Dora Maar""]",Genius,2017
tt5673782,"[""Mileva Maric""]",Genius,2017
tt5673782,"[""Michele Besso""]",Genius,2017
tt5687612,"[""Fleabag""]",Fleabag,2016
tt5687612,"[""Claire""]",Fleabag,2016
tt5687612,"[""Godmother""]",Fleabag,2016
tt5691552,"[""Capt. Ed Mercer""]",The Orville,2017
tt5691552,"[""Cmdr. Kelly Grayson""]",The Orville,2017
tt5691552,"[""Dr. Claire Finn""]",The Orville,2017
tt5722190,"[""Jim Brockmire""]",Brockmire,2017
tt5722190,"[""Charles""]",Brockmire,2017
tt5722190,"[""Jules James""]",Brockmire,2017
tt5743796,"[""Ah Sahm""]",Warrior,2019
tt5743796,"[""Ah Toy""]",Warrior,2019
tt5743796,"[""Young Jun""]",Warrior,2019
tt5753856,"[""Jonas Kahnwald""]",Dark,2017
tt5753856,"[""Charlotte Doppler""]",Dark,2017
tt5753856,"[""Adult Charlotte Doppler""]",Dark,2017
tt5761496,"[""Miles Daly""]",Get Shorty,2017
tt5761496,"[""Rick Moreweather""]",Get Shorty,2017
tt5761496,"[""Louis Darnell""]",Get Shorty,2017
tt5770786,"[""Ruth Wilder""]",GLOW,2017
tt5770786,"[""Sam Sylvia""]",GLOW,2017
tt5770786,"[""Debbie Eagan""]",GLOW,2017
tt5788792,"[""Miriam 'Midge' Maisel""]",The Marvelous Mrs. Maisel,2017
tt5788792,"[""Susie Myerson""]",The Marvelous Mrs. Maisel,2017
tt5788792,"[""Joel Maisel""]",The Marvelous Mrs. Maisel,2017
tt5834204,"[""June Osborne""]",The Handmaid's Tale,2017
tt5834204,"[""Serena Joy Waterford""]",The Handmaid's Tale,2017
tt5834204,"[""Aunt Lydia Clements""]",The Handmaid's Tale,2017
tt5853176,"[""Diane Lockhart""]",The Good Fight,2017
tt5853176,"[""Marissa Gold""]",The Good Fight,2017
tt5853176,"[""Jay Dipersia""]",The Good Fight,2017
tt5863126,"[""Garrett Kruczek""]",Last Chance U,2016
tt5863126,"[""Intro Drummer""]",Last Chance U,2016
tt5897304,"[""Shigeo Kageyama""]",Mob Psycho 100,2016
tt5897304,"[""Arataka Reigen""]",Mob Psycho 100,2016
tt5897304,"[""Ritsu Kageyama""]",Mob Psycho 100,2016
tt5912064,"[""Appa""]",Kim's Convenience,2016
tt5912064,"[""Umma""]",Kim's Convenience,2016
tt5912064,"[""Janet""]",Kim's Convenience,2016
tt6025022,"[""Clark Kent""]",Justice League Unlimited,2004
tt6025022,"[""Superman""]",Justice League Unlimited,2004
tt6025022,"[""Bizarro""]",Justice League Unlimited,2004
tt6077448,"[""Inspector Sartaj Singh""]",Sacred Games,2018
tt6077448,"[""Sartaj Singh""]",Sacred Games,2018
tt6077448,"[""Ganesh Gaitonde""]",Sacred Games,2018
tt6078096,"[""The Guy""]",High Maintenance,2016
tt6078096,"[""Jules""]",High Maintenance,2016
tt6078096,"[""Lee""]",High Maintenance,2016
tt6257970,"[""Alyssa""]",The End of the F***ing World,2017
tt6257970,"[""James""]",The End of the F***ing World,2017
tt6257970,"[""Phil""]",The End of the F***ing World,2017
tt6315640,"[""Elsa Gardner""]",Atypical,2017
tt6315640,"[""Sam Gardner""]",Atypical,2017
tt6315640,"[""Casey Gardner""]",Atypical,2017
tt6317068,"[""KVN""]",Final Space,2018
tt6317068,"[""Evil KVNs""]",Final Space,2018
tt6317068,"[""Queen""]",Final Space,2018
tt6385540,"[""Hilda""]",Hilda,2018
tt6385540,"[""Frida""]",Hilda,2018
tt6385540,"[""David""]",Hilda,2018
tt6439752,"[""Franklin Saint""]",Snowfall,2017
tt6439752,"[""Teddy McDonald""]",Snowfall,2017
tt6439752,"[""Gustavo 'El Oso' Zapata""]",Snowfall,2017
tt6466208,"[""Danny Mascarenhas""]",Breathe,2018
tt6466208,"[""Kabir Sawant""]",Breathe,2018
tt6466208,"[""Ria Ganguly""]",Breathe,2018
tt6468322,"[""Tokio""]",Money Heist,2017
tt6468322,"[""El Profesor""]",Money Heist,2017
tt6468322,"[""Raquel Murillo""]",Money Heist,2017
tt6470478,"[""Dr. Shaun Murphy""]",The Good Doctor,2017
tt6470478,"[""Dr. Aaron Glassman""]",The Good Doctor,2017
tt6470478,"[""Dr. Marcus Andrews""]",The Good Doctor,2017
tt6473300,"[""Guddu Pandit""]",Mirzapur,2018
tt6473300,"[""Beena Tripathi""]",Mirzapur,2018
tt6473300,"[""Golu Gupta""]",Mirzapur,2018
tt6494622,"[""Tara Khanna""]",Made in Heaven,2019
tt6494622,"[""Karan Mehra""]",Made in Heaven,2019
tt6494622,"[""Adil Khanna""]",Made in Heaven,2019
tt6517102,"[""Trevor Belmont""]",Castlevania,2017
tt6517102,"[""Alucard""]",Castlevania,2017
tt6517102,"[""Sypha Belnades""]",Castlevania,2017
tt6522580,"[""Dhruv Sehgal""]",Little Things,2016
tt6522580,"[""Dhruv""]",Little Things,2016
tt6522580,"[""Dhruv Vats""]",Little Things,2016
tt6554240,"[""Jack Spade""]",Heels,2021
tt6554240,"[""Ace Spade""]",Heels,2021
tt6554240,"[""Staci Spade""]",Heels,2021
tt6583806,"[""Kerry Mucklowe""]",This Country,2017
tt6583806,"[""Lee 'Kurtan' Mucklowe""]",This Country,2017
tt6583806,"[""Reverend Francis Seaton""]",This Country,2017
tt6611916,"[""Crown Prince Lee Chang""]",Kingdom,2019
tt6611916,"[""Seo-bi""]",Kingdom,2019
tt6611916,"[""Young Shin""]",Kingdom,2019
tt6741278,"[""Mark Grayson""]",Invincible,2021
tt6741278,"[""Invincible""]",Invincible,2021
tt6741278,"[""Alternate Invincibles""]",Invincible,2021
tt6873658,"[""Verena Cardoni""]",The Mechanism,2018
tt6873658,"[""Marco Ruffo""]",The Mechanism,2018
tt6873658,"[""Roberto Ibrahim""]",The Mechanism,2018
tt6877772,"[""Peter Maldonado""]",American Vandal,2017
tt6877772,"[""Sam Ecklund""]",American Vandal,2017
tt6877772,"[""Dylan Maxwell""]",American Vandal,2017
tt6905542,"[""Rian""]",The Dark Crystal: Age of Resistance,2019
tt6905542,"[""Gruenak #2""]",The Dark Crystal: Age of Resistance,2019
tt6905542,"[""Tavra""]",The Dark Crystal: Age of Resistance,2019
tt7016936,"[""Villanelle""]",Killing Eve,2018
tt7016936,"[""Eve Polastri""]",Killing Eve,2018
tt7016936,"[""Carolyn Martens""]",Killing Eve,2018
tt7094780,"[""Choi Yoo-jin""]",Mr. Sunshine,2018
tt7094780,"[""Eugene Choi""]",Mr. Sunshine,2018
tt7094780,"[""Go Ae-shin""]",Mr. Sunshine,2018
tt7120662,"[""Erin Quinn""]",Derry Girls,2018
tt7120662,"[""Orla McCool""]",Derry Girls,2018
tt7120662,"[""Mary Quinn""]",Derry Girls,2018
tt7203552,"[""Alex Levy""]",The Morning Show,2019
tt7203552,"[""Bradley Jackson""]",The Morning Show,2019
tt7203552,"[""Cory Ellison""]",The Morning Show,2019
tt7211618,"[""Anne Lister""]",Gentleman Jack,2019
tt7211618,"[""Ann Walker""]",Gentleman Jack,2019
tt7211618,"[""Marian Lister""]",Gentleman Jack,2019
tt7221388,"[""Daniel LaRusso""]",Cobra Kai,2018
tt7221388,"[""Johnny Lawrence""]",Cobra Kai,2018
tt7221388,"[""Amanda LaRusso""]",Cobra Kai,2018
tt7255502,"[""Sandy Kominsky""]",The Kominsky Method,2018
tt7255502,"[""Mindy Kominsky""]",The Kominsky Method,2018
tt7255502,"[""Jude""]",The Kominsky Method,2018
tt7278862,"[""Narrator""]",My Brilliant Friend,2018
tt7278862,"[""Elena Greco""]",My Brilliant Friend,2018
tt7278862,"[""Immacolata Greco""]",My Brilliant Friend,2018
tt7375404,"[""Jeff Pickles""]",Kidding,2018
tt7375404,"[""Seb""]",Kidding,2018
tt7375404,"[""Sebestian""]",Kidding,2018
tt7441658,"[""Asta""]",Black Clover,2017
tt7441658,"[""Basta""]",Black Clover,2017
tt7441658,"[""Casta""]",Black Clover,2017
tt7472896,"[""Ray""]",Mr Inbetween,2018
tt7472896,"[""Brittany""]",Mr Inbetween,2018
tt7472896,"[""Gary""]",Mr Inbetween,2018
tt7493974,"[""David Budd""]",Bodyguard,2018
tt7493974,"[""Vicky Budd""]",Bodyguard,2018
tt7493974,"[""Mike Travis""]",Bodyguard,2018
tt7562112,"[""Blanca Rodriguez""]",Pose,2018
tt7562112,"[""Elektra""]",Pose,2018
tt7562112,"[""Angel""]",Pose,2018
tt7587890,"[""John Nolan""]",The Rookie,2018
tt7587890,"[""Officer John Nolan""]",The Rookie,2018
tt7587890,"[""Angela Lopez""]",The Rookie,2018
tt7649694,"[""Ramy""]",Ramy,2019
tt7649694,"[""Ramy Hassan""]",Ramy,2019
tt7649694,"[""Farouk Hassan""]",Ramy,2019
tt7658402,"[""Harley Quinn""]",Harley Quinn,2019
tt7658402,"[""Kylie Kryptonite""]",Harley Quinn,2019
tt7658402,"[""Poison Ivy""]",Harley Quinn,2019
tt7660850,"[""Greg Hirsch""]",Succession,2018
tt7660850,"[""Logan Roy""]",Succession,2018
tt7660850,"[""Roman Roy""]",Succession,2018
tt7661390,"[""Marian Wallace""]",Gangs of London,2020
tt7661390,"[""Elliot Carter""]",Gangs of London,2020
tt7661390,"[""Elliot Finch""]",Gangs of London,2020
tt7678620,"[""Dad""]",Bluey,2018
tt7678620,"[""Mum""]",Bluey,2018
tt7678620,"[""Lucky's Dad""]",Bluey,2018
tt7745956,"[""Adora""]",She-Ra and the Princesses of Power,2018
tt7745956,"[""She-Ra""]",She-Ra and the Princesses of Power,2018
tt7745956,"[""Young Adora""]",She-Ra and the Princesses of Power,2018
tt7765404,"[""Wayne McCullough""]",Wayne,2019
tt7765404,"[""Delilah 'Del' Luccetti""]",Wayne,2019
tt7765404,"[""Orlando Hikes""]",Wayne,2019
tt7767422,"[""Otis Milburn""]",Sex Education,2019
tt7767422,"[""Jean Milburn""]",Sex Education,2019
tt7767422,"[""Eric Effiong""]",Sex Education,2019
tt7772588,"[""Edward Baldwin""]",For All Mankind,2019
tt7772588,"[""Ed Baldwin""]",For All Mankind,2019
tt7772588,"[""Gordo Stevens""]",For All Mankind,2019
tt7817340,"[""Dr. Max Goodwin""]",New Amsterdam,2018
tt7817340,"[""Dr. Lauren Bloom""]",New Amsterdam,2018
tt7817340,"[""Dr. Floyd Reynolds""]",New Amsterdam,2018
tt7908628,"[""Nandor""]",What We Do in the Shadows,2019
tt7908628,"[""Laszlo Cravensworth""]",What We Do in the Shadows,2019
tt7908628,"[""Nadja""]",What We Do in the Shadows,2019
tt8019444,"[""Retsuko""]",Aggretsuko,2018
tt8019444,"[""Haida""]",Aggretsuko,2018
tt8019444,"[""Bakkun""]",Aggretsuko,2018
tt8026448,"[""Chief Terry McConky""]",Tacoma FD,2019
tt8026448,"[""Captain Eddie Penisi""]",Tacoma FD,2019
tt8026448,"[""Granville 'Granny' Smith""]",Tacoma FD,2019
tt8050740,"[""Anne Boonchuy""]",Amphibia,2019
tt8050740,"[""Anna""]",Amphibia,2019
tt8050740,"[""Sprig Plantar""]",Amphibia,2019
tt8050756,"[""Luz""]",The Owl House,2020
tt8050756,"[""Azura""]",The Owl House,2020
tt8050756,"[""Disguised Vee""]",The Owl House,2020
tt8064302,"[""Jen Harding""]",Dead to Me,2019
tt8064302,"[""Judy Hale""]",Dead to Me,2019
tt8064302,"[""Charlie Harding""]",Dead to Me,2019
tt8078816,"[""Yoon Jin-Ah""]",Something in the Rain,2018
tt8078816,"[""Seo Joon-hee""]",Something in the Rain,2018
tt8078816,"[""Yoon Seung-ho""]",Something in the Rain,2018
tt8080054,"[""Audience Warm-Up""]",Patriot Act with Hasan Minhaj,2018
tt8080054,"[""Audience Warm Up""]",Patriot Act with Hasan Minhaj,2018
tt8080054,"[""Producer""]",Patriot Act with Hasan Minhaj,2018
tt8080122,"[""Ellsworth 'Bumpy' Johnson""]",Godfather of Harlem,2019
tt8080122,"[""Mayme Johnson""]",Godfather of Harlem,2019
tt8080122,"[""Stella Gigante""]",Godfather of Harlem,2019
tt8101850,"[""Alma Winograd-Diaz""]",Undone,2019
tt8101850,"[""Becca Winograd-Diaz""]",Undone,2019
tt8101850,"[""Camila Diaz""]",Undone,2019
tt8111088,"[""The Mandalorian""]",The Mandalorian,2019
tt8111088,"[""Nevarro Copper Droid""]",The Mandalorian,2019
tt8111088,"[""Droid Bounty Hunter""]",The Mandalorian,2019
tt8146754,"[""Tulip Olsen""]",Infinity Train,2019
tt8146754,"[""Mirror Tulip 'MT'""]",Infinity Train,2019
tt8146754,"[""The Steward""]",Infinity Train,2019
tt8324422,"[""Maya Ishii-Peters""]",PEN15,2019
tt8324422,"[""Anna Kone""]",PEN15,2019
tt8324422,"[""Kathy Kone""]",PEN15,2019
tt8398600,"[""Tony""]",After Life,2019
tt8398600,"[""Matt""]",After Life,2019
tt8398600,"[""Lenny""]",After Life,2019
tt8515016,"[""Ash Lynx""]",Banana Fish,2018
tt8515016,"[""Shorter Wong""]",Banana Fish,2018
tt8515016,"[""Blanca""]",Banana Fish,2018
tt8523042,"[""Cha Dal-geon""]",Vagabond,2019
tt8523042,"[""Go Hae Ri""]",Vagabond,2019
tt8523042,"[""Jessica Lee""]",Vagabond,2019
tt8531222,"[""Dave""]",Dave,2020
tt8531222,"[""Mike""]",Dave,2020
tt8531222,"[""GaTa""]",Dave,2020
tt8594324,"[""Katherine 'Kitty' Higham""]",Ghosts,2019
tt8594324,"[""Thomas Thorne""]",Ghosts,2019
tt8594324,"[""Julian Fawcett MP""]",Ghosts,2019
tt8595766,"[""Ritika Awasthi""]",Yeh Meri Family,2018
tt8595766,"[""Rishi Awasthi""]",Yeh Meri Family,2018
tt8595766,"[""Sanjay Awasthi""]",Yeh Meri Family,2018
tt8634332,"[""Dr. Eli Gemstone""]",The Righteous Gemstones,2019
tt8634332,"[""Jesse Gemstone""]",The Righteous Gemstones,2019
tt8634332,"[""Kelvin Gemstone""]",The Righteous Gemstones,2019
tt8688814,"[""Callum""]",The Dragon Prince,2018
tt8688814,"[""Rayla""]",The Dragon Prince,2018
tt8688814,"[""Opeli""]",The Dragon Prince,2018
tt8690918,"[""Harry Vanderspeigle""]",Resident Alien,2021
tt8690918,"[""Asta Twelvetrees""]",Resident Alien,2021
tt8690918,"[""Sheriff Mike Thompson""]",Resident Alien,2021
tt8714904,"[""Walt Breslin""]",Narcos: Mexico,2018
tt8714904,"[""Narrator""]",Narcos: Mexico,2018
tt8714904,"[""Amado Carrillo Fuentes""]",Narcos: Mexico,2018
tt8765446,"[""Lucky Flynn""]",Upright,2019
tt8765446,"[""Meg Adams""]",Upright,2019
tt8765446,"[""Suzie Flynn""]",Upright,2019
tt8772296,"[""Rue Bennett""]",Euphoria,2019
tt8772296,"[""Jules Vaughn""]",Euphoria,2019
tt8772296,"[""Nate Jacobs""]",Euphoria,2019
tt8788458,"[""Emma""]",The Promised Neverland,2019
tt8788458,"[""Ray""]",The Promised Neverland,2019
tt8788458,"[""Don""]",The Promised Neverland,2019
tt8910922,"[""Terry""]",Solar Opposites,2020
tt8910922,"[""Babe-yyy Goobler""]",Solar Opposites,2020
tt8910922,"[""Criterion Disk Goobler""]",Solar Opposites,2020
tt9054364,"[""Rimuru""]",That Time I Got Reincarnated as a Slime,2018
tt9054364,"[""Narrator""]",That Time I Got Reincarnated as a Slime,2018
tt9054364,"[""Slime""]",That Time I Got Reincarnated as a Slime,2018
tt9054904,"[""Karl Grove""]",Why Women Kill,2019
tt9054904,"[""The Narrator""]",Why Women Kill,2019
tt9054904,"[""Simone Grove""]",Why Women Kill,2019
tt9058134,"[""Gensai Kuroki""]",Kengan Ashura,2019
tt9058134,"[""Tokita Ouma""]",Kengan Ashura,2019
tt9058134,"[""Ohma Tokita""]",Kengan Ashura,2019
tt9095260,"[""Aditya Sharma""]",Criminal Justice,2019
tt9095260,"[""Madhav Mishra""]",Criminal Justice,2019
tt9095260,"[""Avni Sharma Parashar""]",Criminal Justice,2019
tt9113406,"[""Bobby Diggs""]",Wu-Tang: An American Saga,2019
tt9113406,"[""The RZA""]",Wu-Tang: An American Saga,2019
tt9113406,"[""RZA""]",Wu-Tang: An American Saga,2019
tt9140554,"[""Loki""]",Loki,2021
tt9140554,"[""Mobius""]",Loki,2021
tt9140554,"[""Don""]",Loki,2021
tt9174582,"[""Vinnie""]",Brassic,2019
tt9174582,"[""Cardi""]",Brassic,2019
tt9174582,"[""Ash""]",Brassic,2019
tt9304350,"[""Tohru Honda""]",Fruits Basket,2019
tt9304350,"[""Tohru Honda""]",Fruits Basket,2019
tt9304350,"[""Yuki Soma""]",Fruits Basket,2019
tt9335498,"[""Tanjiro Kamado""]",Demon Slayer: Kimetsu no Yaiba,2019
tt9335498,"[""Tanjiro Kamado""]",Demon Slayer: Kimetsu no Yaiba,2019
tt9335498,"[""Nezuko Kamado""]",Demon Slayer: Kimetsu no Yaiba,2019
tt9398466,"[""DCP Vartika Chaturvedi""]",Delhi Crime,2019
tt9398466,"[""Inspector Bhupendra Singh""]",Delhi Crime,2019
tt9398466,"[""Bhupendra""]",Delhi Crime,2019
tt9432978,"[""Vaibhav Pandey""]",Kota Factory,2019
tt9432978,"[""Jeetu Bhaiya""]",Kota Factory,2019
tt9432978,"[""Balmukund Meena""]",Kota Factory,2019
tt9522300,"[""Miyuki Shirogane""]",Kaguya-sama: Love is War,2019
tt9522300,"[""Kaguya Shinomiya""]",Kaguya-sama: Love is War,2019
tt9522300,"[""Miyuki Shirogane""]",Kaguya-sama: Love is War,2019
tt9544034,"[""Srikant Tiwari""]",The Family Man,2019
tt9544034,"[""Raji""]",The Family Man,2019
tt9544034,"[""Suchitra Tiwari""]",The Family Man,2019
tt9561862,"[""Bound God""]","Love, Death & Robots",2019
tt9561862,"[""Creature""]","Love, Death & Robots",2019
tt9561862,"[""Dracula""]","Love, Death & Robots",2019
tt9612102,"[""Adam Veile""]",Exit,2019
tt9612102,"[""Hermine Veile""]",Exit,2019
tt9612102,"[""Henrik Kranz""]",Exit,2019
tt9679542,"[""Senku Ishigami""]",Dr. Stone,2019
tt9679542,"[""Kohaku""]",Dr. Stone,2019
tt9679542,"[""Chrome""]",Dr. Stone,2019
tt9814458,"[""Radhe""]",Bandish Bandits,2020
tt9814458,"[""Tamanna""]",Bandish Bandits,2020
tt9814458,"[""Mohini""]",Bandish Bandits,2020
